class;cap-shape;cap-surface;cap-color;bruises;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-color;spore-print-color;population;habitat
edible;convex;fibrous;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;pink;pink;white;brown;several;woods
edible;flat;smooth;brown;no;crowded;broad;chocolate;tapering;equal;smooth;fibrous;white;white;white;brown;abundant;grasses
edible;convex;fibrous;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;gray;white;white;brown;solitary;woods
edible;convex;fibrous;brown;no;crowded;broad;chocolate;tapering;equal;smooth;fibrous;white;white;white;black;abundant;grasses
edible;convex;fibrous;brown;bruises;close;broad;white;tapering;bulbous;smooth;smooth;pink;gray;white;brown;solitary;woods
edible;flat;smooth;brown;no;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;white;brown;scattered;grasses
edible;flat;fibrous;brown;no;crowded;broad;pink;tapering;equal;smooth;fibrous;white;white;white;black;abundant;grasses
edible;convex;smooth;brown;no;crowded;broad;black;tapering;equal;fibrous;fibrous;white;white;white;black;abundant;grasses
edible;convex;smooth;brown;no;crowded;broad;black;tapering;equal;smooth;fibrous;white;white;white;black;scattered;grasses
edible;convex;fibrous;brown;bruises;close;broad;white;tapering;bulbous;smooth;smooth;gray;gray;white;brown;several;woods
edible;convex;scaly;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;gray;white;white;brown;several;woods
edible;flat;smooth;brown;no;crowded;broad;black;tapering;equal;fibrous;fibrous;white;white;white;black;abundant;grasses
edible;convex;fibrous;brown;bruises;close;broad;white;tapering;bulbous;smooth;smooth;gray;gray;white;black;solitary;woods
poisonous;flat;scaly;white;bruises;close;narrow;white;enlarging;equal;smooth;smooth;white;white;white;brown;several;urban
edible;convex;scaly;yellow;bruises;close;broad;brown;enlarging;rooted;smooth;scaly;white;white;white;brown;scattered;grasses
poisonous;flat;smooth;brown;bruises;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;white;black;scattered;grasses
edible;flat;fibrous;white;no;crowded;broad;chocolate;tapering;equal;fibrous;smooth;white;white;white;brown;scattered;grasses
edible;flat;fibrous;brown;no;crowded;broad;brown;tapering;equal;fibrous;fibrous;white;white;white;black;abundant;grasses
poisonous;flat;smooth;brown;bruises;close;narrow;white;enlarging;equal;smooth;smooth;white;white;white;brown;several;grasses
edible;convex;smooth;brown;no;crowded;broad;black;tapering;equal;fibrous;fibrous;white;white;white;brown;abundant;grasses
edible;convex;fibrous;brown;no;crowded;broad;brown;tapering;equal;smooth;fibrous;white;white;white;black;scattered;grasses
edible;convex;fibrous;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;gray;white;white;black;several;woods
edible;flat;fibrous;brown;no;crowded;broad;black;tapering;equal;smooth;smooth;white;white;white;black;abundant;grasses
edible;convex;fibrous;white;no;crowded;broad;black;tapering;equal;smooth;smooth;white;white;white;brown;scattered;grasses
edible;flat;smooth;gray;no;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;white;brown;abundant;grasses
edible;flat;fibrous;white;no;crowded;broad;chocolate;tapering;equal;fibrous;smooth;white;white;white;black;scattered;grasses
edible;flat;smooth;yellow;bruises;crowded;narrow;brown;tapering;bulbous;smooth;smooth;white;white;white;brown;several;woods
edible;flat;fibrous;white;bruises;crowded;narrow;brown;tapering;bulbous;smooth;smooth;white;white;white;brown;several;woods
edible;flat;fibrous;brown;no;crowded;broad;pink;tapering;equal;smooth;fibrous;white;white;white;brown;abundant;grasses
edible;convex;fibrous;brown;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;white;white;brown;solitary;woods
edible;convex;scaly;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;gray;pink;white;black;solitary;woods
edible;convex;fibrous;brown;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;gray;white;brown;solitary;woods
edible;convex;fibrous;brown;no;crowded;broad;black;tapering;equal;smooth;fibrous;white;white;white;black;scattered;grasses
edible;convex;fibrous;gray;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;white;white;brown;solitary;woods
edible;convex;fibrous;brown;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;pink;white;black;several;woods
edible;convex;fibrous;gray;no;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;white;black;abundant;grasses
edible;convex;fibrous;brown;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;white;pink;white;brown;several;woods
edible;convex;smooth;brown;no;crowded;broad;chocolate;tapering;equal;fibrous;fibrous;white;white;white;black;abundant;grasses
edible;bell;scaly;white;bruises;close;broad;black;enlarging;club;smooth;smooth;white;white;white;black;scattered;meadows
edible;convex;scaly;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;pink;white;black;several;woods
edible;flat;smooth;brown;no;crowded;broad;chocolate;tapering;equal;smooth;fibrous;white;white;white;brown;scattered;grasses
edible;convex;fibrous;red;bruises;close;broad;white;tapering;bulbous;smooth;smooth;pink;pink;white;black;solitary;woods
edible;flat;scaly;brown;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;gray;gray;white;black;solitary;woods
edible;convex;scaly;gray;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;pink;gray;white;black;several;woods
edible;convex;smooth;gray;no;crowded;broad;pink;tapering;equal;smooth;smooth;white;white;white;brown;abundant;grasses
edible;convex;smooth;brown;no;crowded;broad;black;tapering;equal;fibrous;smooth;white;white;white;black;scattered;grasses
edible;convex;fibrous;gray;no;crowded;broad;pink;tapering;equal;fibrous;fibrous;white;white;white;brown;abundant;grasses
edible;convex;smooth;gray;no;crowded;broad;brown;tapering;equal;smooth;smooth;white;white;white;black;abundant;grasses
edible;convex;scaly;red;bruises;close;broad;white;tapering;bulbous;smooth;smooth;white;pink;white;black;solitary;woods
edible;flat;fibrous;gray;bruises;close;broad;white;tapering;bulbous;smooth;smooth;pink;white;white;brown;solitary;woods
edible;flat;fibrous;brown;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;white;white;black;solitary;woods
edible;convex;fibrous;brown;no;crowded;broad;black;tapering;equal;fibrous;fibrous;white;white;white;brown;scattered;grasses
edible;flat;smooth;brown;no;crowded;broad;brown;tapering;equal;smooth;fibrous;white;white;white;brown;scattered;grasses
edible;convex;fibrous;white;no;crowded;broad;brown;tapering;equal;smooth;smooth;white;white;white;black;scattered;grasses
edible;convex;scaly;yellow;bruises;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;white;brown;scattered;paths
edible;convex;fibrous;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;pink;white;brown;several;woods
edible;convex;fibrous;brown;no;crowded;broad;chocolate;tapering;equal;fibrous;smooth;white;white;white;black;scattered;grasses
edible;convex;scaly;brown;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;gray;white;black;several;woods
edible;flat;fibrous;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;white;pink;white;brown;solitary;woods
edible;convex;fibrous;white;no;crowded;broad;black;tapering;equal;fibrous;smooth;white;white;white;brown;abundant;grasses
edible;convex;scaly;white;bruises;close;broad;black;enlarging;club;smooth;smooth;white;white;white;black;scattered;meadows
edible;convex;smooth;brown;no;crowded;broad;pink;tapering;equal;smooth;smooth;white;white;white;brown;scattered;grasses
edible;flat;smooth;white;no;crowded;broad;pink;tapering;equal;smooth;smooth;white;white;white;brown;abundant;grasses
edible;flat;fibrous;brown;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;gray;white;white;brown;several;woods
edible;flat;fibrous;white;no;crowded;broad;black;tapering;equal;fibrous;fibrous;white;white;white;black;scattered;grasses
edible;convex;fibrous;gray;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;gray;pink;white;brown;several;woods
edible;convex;fibrous;brown;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;gray;white;brown;solitary;woods
edible;convex;fibrous;white;no;crowded;broad;pink;tapering;equal;smooth;fibrous;white;white;white;brown;abundant;grasses
edible;convex;smooth;white;bruises;close;broad;brown;enlarging;club;smooth;smooth;white;white;white;black;numerous;meadows
edible;flat;smooth;gray;no;crowded;broad;brown;tapering;equal;fibrous;smooth;white;white;white;brown;scattered;grasses
poisonous;flat;scaly;brown;bruises;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;white;brown;several;grasses
edible;flat;fibrous;gray;no;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;white;brown;scattered;grasses
edible;convex;fibrous;brown;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;white;white;brown;several;woods
edible;convex;fibrous;white;no;crowded;broad;brown;tapering;equal;smooth;fibrous;white;white;white;brown;scattered;grasses
edible;convex;scaly;brown;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;pink;white;white;black;several;woods
edible;convex;scaly;red;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;pink;pink;white;brown;several;woods
poisonous;flat;smooth;brown;bruises;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;white;black;several;urban
edible;flat;smooth;gray;no;crowded;broad;pink;tapering;equal;smooth;smooth;white;white;white;brown;abundant;grasses
edible;convex;fibrous;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;white;gray;white;black;solitary;woods
edible;flat;fibrous;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;gray;pink;white;black;solitary;woods
edible;convex;fibrous;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;white;gray;white;black;several;woods
edible;convex;fibrous;gray;bruises;close;broad;white;tapering;bulbous;smooth;smooth;pink;pink;white;brown;solitary;woods
edible;convex;fibrous;brown;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;pink;gray;white;black;solitary;woods
poisonous;convex;smooth;white;bruises;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;white;brown;several;urban
edible;convex;smooth;yellow;bruises;close;broad;black;enlarging;club;smooth;smooth;white;white;white;black;numerous;meadows
edible;convex;fibrous;brown;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;pink;white;brown;several;woods
edible;flat;scaly;brown;bruises;close;broad;white;tapering;bulbous;smooth;smooth;white;white;white;brown;solitary;woods
edible;convex;smooth;gray;no;crowded;broad;brown;tapering;equal;fibrous;fibrous;white;white;white;brown;scattered;grasses
edible;convex;scaly;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;pink;white;brown;solitary;woods
edible;convex;fibrous;gray;no;crowded;broad;black;tapering;equal;fibrous;smooth;white;white;white;brown;scattered;grasses
edible;flat;smooth;white;no;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;white;brown;scattered;grasses
edible;convex;fibrous;brown;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;gray;gray;white;brown;several;woods
edible;flat;fibrous;brown;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;pink;white;brown;several;woods
edible;flat;fibrous;gray;no;crowded;broad;brown;tapering;equal;smooth;fibrous;white;white;white;black;scattered;grasses
edible;flat;fibrous;gray;no;crowded;broad;brown;tapering;equal;smooth;smooth;white;white;white;black;scattered;grasses
edible;flat;fibrous;brown;no;crowded;broad;chocolate;tapering;equal;fibrous;fibrous;white;white;white;brown;scattered;grasses
edible;convex;fibrous;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;gray;white;white;black;solitary;woods
edible;convex;fibrous;red;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;gray;white;brown;solitary;woods
poisonous;flat;scaly;brown;bruises;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;white;black;scattered;urban
edible;convex;scaly;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;gray;gray;white;black;several;woods
edible;convex;smooth;white;no;crowded;broad;black;tapering;equal;smooth;fibrous;white;white;white;brown;abundant;grasses
edible;bell;smooth;white;bruises;close;broad;gray;enlarging;club;smooth;smooth;white;white;white;brown;scattered;meadows
edible;convex;smooth;white;no;crowded;broad;chocolate;tapering;equal;fibrous;fibrous;white;white;white;brown;scattered;grasses
edible;flat;fibrous;brown;no;crowded;broad;black;tapering;equal;fibrous;fibrous;white;white;white;black;scattered;grasses
edible;convex;scaly;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;gray;white;white;black;solitary;woods
edible;flat;fibrous;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;white;white;white;brown;several;woods
edible;convex;fibrous;gray;no;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;white;black;scattered;grasses
poisonous;convex;smooth;white;bruises;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;white;black;scattered;grasses
edible;convex;smooth;brown;no;crowded;broad;black;tapering;equal;smooth;smooth;white;white;white;brown;abundant;grasses
edible;convex;scaly;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;gray;white;black;solitary;woods
edible;flat;fibrous;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;white;white;brown;several;woods
edible;convex;scaly;brown;bruises;close;broad;white;tapering;bulbous;smooth;smooth;pink;white;white;brown;several;woods
edible;convex;fibrous;red;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;pink;gray;white;brown;solitary;woods
edible;flat;fibrous;brown;bruises;close;broad;white;tapering;bulbous;smooth;smooth;gray;pink;white;brown;solitary;woods
edible;convex;fibrous;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;gray;gray;white;black;solitary;woods
edible;flat;fibrous;brown;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;white;white;brown;several;woods
edible;convex;scaly;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;pink;pink;white;black;solitary;woods
edible;convex;fibrous;gray;bruises;close;broad;white;tapering;bulbous;smooth;smooth;pink;white;white;black;several;woods
edible;flat;fibrous;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;white;white;black;several;woods
edible;convex;fibrous;red;bruises;close;broad;white;tapering;bulbous;smooth;smooth;gray;white;white;black;several;woods
edible;convex;scaly;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;gray;pink;white;brown;several;woods
poisonous;convex;smooth;white;bruises;close;narrow;white;enlarging;equal;smooth;smooth;white;white;white;brown;several;grasses
edible;convex;fibrous;red;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;gray;white;brown;several;woods
edible;convex;scaly;gray;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;white;white;black;several;woods
edible;convex;fibrous;brown;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;gray;gray;white;brown;solitary;woods
edible;convex;scaly;red;bruises;close;broad;white;tapering;bulbous;smooth;smooth;white;gray;white;black;solitary;woods
edible;convex;scaly;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;gray;pink;white;black;several;woods
edible;convex;fibrous;gray;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;pink;white;black;several;woods
edible;convex;scaly;gray;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;gray;white;white;black;several;woods
